#OTU ID,Abundance,Percentage
Unclassified,223.7769489128794,12.722361289638176
Burkholderiaceae_A_592522,67.31509683670825,3.8270563003207165
Rhodocyclaceae,45.74089015828366,2.600500780488776
Clostridiaceae_222000,29.197936482071327,1.659986422379177
Saprospiraceae,26.212200959720565,1.4902387954891458
Anaerolineaceae_409200,25.75788797075867,1.4644097991951672
Dysgonomonadaceae,23.8860104768064,1.3579881955237598
Sphingomonadaceae,23.64894245384407,1.3445101985584815
Geobacteraceae,22.864187866501748,1.2998946497614654
Pseudomonadaceae,21.677373778259813,1.2324208653185253
Lachnospiraceae,20.480391755209116,1.1643690046222672
Mycobacteriaceae,20.031604178854952,1.1388541438807274
Dermatophilaceae_390796,19.62818248061806,1.1159184634096917
Desulfovibrionaceae,19.601434237890192,1.1143977491024313
Oscillospiraceae_88309,18.267612823343175,1.0385661765737975
UBA932,18.156089073934055,1.032225731593871
Cloacimonadaceae,17.30781903171306,0.9839991470384007
Peptostreptococcaceae_256921,17.19707001867818,0.9777027480431265
Moraxellaceae,16.770000663664785,0.953422630467976
Competibacteraceae,16.36719174598979,0.9305217883292062
VadinHA17_877549,15.5923411424084,0.8864693094114848
Pseudopelobacteraceae,15.202493059872388,0.864305327919241
Xanthomonadaceae_616009,14.504355691140544,0.8246142163996995
Methanobacteriaceae,14.398785023788577,0.8186122212068754
Paludibacteraceae,13.128440509069089,0.7463894924714707
Synergistaceae,13.079330670729256,0.7435974573254454
Chitinophagaceae_966727,12.664098113962234,0.7199902956759812
Chromatiaceae_602909,12.082661600560208,0.6869339624547787
Rhodobacteraceae,12.06917183669008,0.6861670306930336
Methanotrichaceae,12.033252704895073,0.6841249250421781
Ruminococcaceae,11.918091564004442,0.677577683925275
Prolixibacteraceae,11.64516465253279,0.6620610063126972
Anaerovoracaceae,11.52739277602463,0.6553653373889119
Bacteroidaceae,11.185797727325376,0.6359446792495634
Caldilineaceae,10.862687742070346,0.6175749499781873
UBA4823,10.846473198933637,0.616653106701059
Ignavibacteriaceae_785640,10.089254917289697,0.5736030758511713
CAG-74,9.675773812430503,0.5500954892654527
Desulfobulbaceae,9.56698143173214,0.5439103304297083
Caulobacteraceae,9.504858622077599,0.5403784705460516
Aerococcaceae,9.445838081118538,0.5370229835343693
Acutalibacteraceae,9.36776313165795,0.5325841987554484
Beijerinckiaceae,9.34191547762466,0.5311146854981686
Nocardioidaceae,9.197483553987666,0.5229033164398541
