#OTU ID,Abundance,Percentage
Unclassified,139.5902108460305,9.816352366664184
uncultured,37.56125681028288,2.64140680030348
Comamonadaceae,34.319177924494895,2.4134152488148115
Geobacteraceae,32.72387808899414,2.3012295502558344
Rhodocyclaceae,28.3724075772934,1.9952226490762188
Dysgonomonadaceae,19.33737470848517,1.3598552708978051
Clostridiaceae,18.265948392319395,1.2845097420770117
Anaerolineaceae,17.666559040320152,1.242359099504081
Pseudomonadaceae,15.967083717277049,1.1228475054723
Rikenellaceae,15.845963219399428,1.1143299921109655
Moraxellaceae,15.484831620235234,1.0889342640964643
Synergistaceae,14.890755351918022,1.0471572516030376
Sphingomonadaceae,14.075073219247228,0.9897963293366442
Peptostreptococcaceae,13.873032272948807,0.9755882762837894
Desulfovibrionaceae,13.491994389504114,0.9487926857744612
Spirochaetaceae,12.936057827216922,0.909697758158495
Methanosaetaceae,11.908210149167099,0.8374167942868684
Saprospiraceae,11.590924090599511,0.8151044005090202
Competibacteraceae,11.393047284113747,0.8011891807677376
Oscillospiraceae,11.089269504576727,0.7798267248546408
Lachnospiraceae,10.860767138160126,0.7637578348388783
Christensenellaceae,10.759963587628151,0.7566690628839152
Paludibacteraceae,10.734453261764253,0.7548751093813687
Intrasporangiaceae,10.695062746442353,0.7521050642903792
Rhizobiaceae,9.873451854346818,0.6943272159998919
Bacteroidetes_vadinHA17,9.805846220252842,0.6895730092241013
Rhodobacteraceae,9.740628251894302,0.6849867094100581
Ruminococcaceae,9.664215888712244,0.6796131901810346
Chitinophagaceae,9.576706135705257,0.6734592731847786
PeM15,9.41798070755305,0.6622972817897639
Carnobacteriaceae,9.381328209096747,0.6597197812774783
Cloacimonadaceae,9.376724329590875,0.6593960243090677
Run-SP154,9.127285075684371,0.6418547970583627
Prolixibacteraceae,8.846436741618716,0.6221048003209841
Xanthomonadaceae,8.646911923889125,0.6080736880756671
Methanobacteriaceae,8.631952405364887,0.6070216952161425
Anaerovoracaceae,8.61464669528528,0.6058047119687705
Mitochondria,8.578887632647533,0.6032900402233361
Caldilineaceae,8.2869869442194,0.58276281273141
Desulfobulbaceae,8.241651635705912,0.5795747140794872
Caulobacteraceae,8.167643645736812,0.5743702767261648
PHOS-HE36,7.918459746114041,0.556847006663233
OPB41,7.8030694003454455,0.5487324527349124
Lentimicrobiaceae,7.690417080745019,0.5408104440394774
Eubacteriaceae,7.527374598931594,0.529344866027124
Mycobacteriaceae,7.510694836849316,0.5281719010964215
Methanosarcinaceae,7.438152961013355,0.5230705647618125
Arcobacteraceae,7.363945656084072,0.5178521110539818
Burkholderiaceae,7.28696964260705,0.5124389544472839
Nocardioidaceae,7.212486415731058,0.5072010971792882
Sporomusaceae,6.809208752272173,0.4788415465910028
Erysipelotrichaceae,6.740886778527356,0.4740369649186902
Hungateiclostridiaceae,6.6586699622304835,0.46825526121365313
Beijerinckiaceae,6.651165032298704,0.46772749471590963
Bacteroidaceae,6.6410989693832905,0.46701962258129626
Tannerellaceae,6.136851878460538,0.43155963513401857
Streptococcaceae,6.081249002893044,0.4276494940441656
Alcaligenaceae,6.061958697028262,0.4262929487786936
Xanthobacteraceae,6.040369494794077,0.4247747390477856
Microbacteriaceae,6.030644049423835,0.42409082003872034
Williamwhitmaniaceae,5.994507409394242,0.4215495960536869
Saccharimonadales,5.950886801794243,0.418482079699536
W27,5.901801553432971,0.41503027537171716
Nocardiaceae,5.859240556320597,0.41203727362611153
Pedosphaeraceae,5.841296415228403,0.4107753942234619
Pleomorphomonadaceae,5.792537203014032,0.4073465176187467
Rhodanobacteraceae,5.708363264077248,0.4014271838797574
