Pathway_ID,Raw_Abundance,Relative_Abundance
SRR6072276_ALAGAPPA_2017,1190.2037903636297,0.6518502286157385
SRR5922775_IRENA_2017,1189.9627621862876,0.6517182224216939
SRR24888898_SHANDONG_2023,1169.781154147646,0.6406651692216176
SRR30160132_CASTELLANO-HINOJOSA_2024,1166.9619396295845,0.6391211431959958
SRR30160150_CASTELLANO-HINOJOSA_2024,1165.8569880592715,0.6385159838614772
SRR30160131_CASTELLANO-HINOJOSA_2024,1161.6675059377203,0.6362214903463118
SRR24888903_SHANDONG_2023,1159.3819252578608,0.6349697246396752
SRR30160141_CASTELLANO-HINOJOSA_2024,1158.2302224137861,0.6343389605904546
SRR30160158_CASTELLANO-HINOJOSA_2024,1156.5588237533934,0.6334235697912435
SRR30160140_CASTELLANO-HINOJOSA_2024,1154.5909034581935,0.6323457801683994
SRR24888906_SHANDONG_2023,1151.8905664233002,0.6308668609045001
SRR10168396_GUO_2020,1151.5963786962584,0.6307057403143282
SRR30160159_CASTELLANO-HINOJOSA_2024,1145.981872448174,0.6276307902839136
SRR24888901_SHANDONG_2023,1141.2484370308507,0.6250383846942983
SRR30160149_CASTELLANO-HINOJOSA_2024,1141.1772565848157,0.6249994006224976
SRR30160147_CASTELLANO-HINOJOSA_2024,1129.8912300540178,0.6188182751431238
SRR24888902_SHANDONG_2023,1126.905048816994,0.6171828048666871
SRR30160148_CASTELLANO-HINOJOSA_2024,1126.0856727266914,0.616734049371107
SRR24888904_SHANDONG_2023,1121.37991749847,0.6141568036538935
SRR5133626_SRINIVASAN_BUTLER_2017,1120.2995598097432,0.6135651138843894
SRR30160139_CASTELLANO-HINOJOSA_2024,1118.8654484851402,0.6127796804969546
SRR30160138_CASTELLANO-HINOJOSA_2024,1118.5024910518591,0.6125808961477721
SRR30160157_CASTELLANO-HINOJOSA_2024,1114.840993304476,0.6105755688558984
SRR30160130_CASTELLANO-HINOJOSA_2024,1110.713440866681,0.6083149929595822
SRR24888899_SHANDONG_2023,1101.3219744910014,0.6031714792574847
SRR30160126_CASTELLANO-HINOJOSA_2024,1099.1304332672662,0.6019712170340917
SRR30160129_CASTELLANO-HINOJOSA_2024,1099.1019552851483,0.6019556202268018
SRR3216403_ZHAO_2017,1098.769131090682,0.6017733392350857
SRR24888905_SHANDONG_2023,1093.2522766936795,0.5987518711226147
SRR30160145_CASTELLANO-HINOJOSA_2024,1091.5206781154386,0.5978035100618991
SRR30160123_CASTELLANO-HINOJOSA_2024,1090.4465440479175,0.5972152288422068
SRR30160125_CASTELLANO-HINOJOSA_2024,1089.2487507408073,0.5965592219907787
SRR30160156_CASTELLANO-HINOJOSA_2024,1088.9584602405262,0.5964002358318492
SRR30160154_CASTELLANO-HINOJOSA_2024,1086.4189654562613,0.5950094065729491
SRR30160128_CASTELLANO-HINOJOSA_2024,1086.343040342818,0.5949678239440277
SRR30160127_CASTELLANO-HINOJOSA_2024,1083.4922105051025,0.5934064828556316
SRR30160137_CASTELLANO-HINOJOSA_2024,1082.3669063027926,0.5927901768015953
SRR30160143_CASTELLANO-HINOJOSA_2024,1080.527118662508,0.5917825628084005
SRR30160135_CASTELLANO-HINOJOSA_2024,1074.756443864811,0.5886220824632685
SRR30160155_CASTELLANO-HINOJOSA_2024,1072.320217109439,0.5872878109878232
SRR30160134_CASTELLANO-HINOJOSA_2024,1065.6697600787409,0.5836454919404815
SRR30160120_CASTELLANO-HINOJOSA_2024,1065.2665044390446,0.5834246370893587
SRR30160153_CASTELLANO-HINOJOSA_2024,1064.3176700186584,0.5829049799190028
SRR3216404_ZHAO_2017,1060.5361392899651,0.5808339130227504
SRR30160121_CASTELLANO-HINOJOSA_2024,1058.6785545711066,0.5798165519342843
SRR30160146_CASTELLANO-HINOJOSA_2024,1058.102047907666,0.5795008110473833
SRR5895950_ZHANG_2018,1056.767355701572,0.5787698274740506
SRR30160165_CASTELLANO-HINOJOSA_2024,1056.5083706927676,0.5786279866913511
SRR24888897_SHANDONG_2023,1055.9327676079297,0.5783127406759365
SRR30160136_CASTELLANO-HINOJOSA_2024,1054.4026182726323,0.5774747092378707
SRR30160142_CASTELLANO-HINOJOSA_2024,1054.2292255359698,0.577379745588831
SRR30160161_CASTELLANO-HINOJOSA_2024,1051.1158570053842,0.5756746174377878
SRR30160166_CASTELLANO-HINOJOSA_2024,1049.554964519507,0.574819748606079
SRR30160163_CASTELLANO-HINOJOSA_2024,1042.123636622782,0.5707497625855179
SRR30160167_CASTELLANO-HINOJOSA_2024,1041.7897970701367,0.5705669255029321
SRR30160152_CASTELLANO-HINOJOSA_2024,1040.9769828860512,0.570121763828933
SRR30160144_CASTELLANO-HINOJOSA_2024,1039.5352052918488,0.5693321317827212
SRR30160124_CASTELLANO-HINOJOSA_2024,1037.649561883897,0.5682994035251632
SRR30160151_CASTELLANO-HINOJOSA_2024,1037.2315442008764,0.5680704638053871
SRR30160133_CASTELLANO-HINOJOSA_2024,1036.6313589171798,0.5677417546233486
SRR18494402_CAO_2019,1032.9944457875802,0.5657498918228943
SRR30160162_CASTELLANO-HINOJOSA_2024,1030.6542082383423,0.5644681916688226
SRR30160122_CASTELLANO-HINOJOSA_2024,1030.3940654124633,0.5643257167734349
SRR24888900_SHANDONG_2023,1029.010439466897,0.5635679331936494
SRR30160164_CASTELLANO-HINOJOSA_2024,1026.8636669714028,0.5623921898853993
SRR30160160_CASTELLANO-HINOJOSA_2024,1009.4770181134279,0.5528698785596473
SRR3215163_ZHAO_2017,996.9394726064012,0.5460033217807123
SRR5487635_PARK_2017,995.4410540813403,0.5451826686572463
SRR3215174_ZHAO_2017,993.7394474539857,0.5442507335734937
SRR3215202_ZHAO_2017,991.4147723996495,0.5429775566790029
SRR2053256_CERILLO_2016,989.379629057239,0.5418629503706069
SRR5133614_SRINIVASAN_BUTLER_2017,982.6550716041497,0.538180048040245
SRR6072278_ALAGAPPA_2017,982.6255693343221,0.5381638902515642
SRR3215144_ZHAO_2017,977.0773107194041,0.5351252226924157
SRR5487638_PARK_2017,972.8925389781064,0.532833308955999
SRR3214699_ZHAO_2017,968.4644481252479,0.5304081343278076
SRR5124915_PARK_2017,967.2826375977471,0.5297608809172832
SRR5133618_SRINIVASAN_BUTLER_2017,962.5632084882325,0.5271761462954644
SRR3216392_ZHAO_2017,960.4342445380205,0.526010156362567
SRR1802174_CERILLO_2016,959.6580824187766,0.5255850682734782
SRR2053255_CERILLO_2016,954.261501763967,0.522629471625188
SRR3215152_ZHAO_2017,952.953696491208,0.5219132134743277
SRR3216398_ZHAO_2017,951.8221777254718,0.5212935038312397
SRR3215291_ZHAO_2017,950.8789459511172,0.5207769151153168
SRR3216397_ZHAO_2017,949.2150730320035,0.5198656460104012
SRR15879218_GUALTIERI_2023,947.4477278433935,0.518897707263637
SRR21755286_DONGHUA_2022,943.8888979530329,0.5169486090533825
SRR3216391_ZHAO_2017,942.8081337056476,0.5163566966200314
SRR5121315_ZHAO_2017,942.7011877363469,0.5162981245039764
SRR12327344_ALBARRACIN-ARIAS_2021,942.624409327694,0.5162560745427527
SRR5487629_PARK_2017,939.906449206092,0.5147675034753614
SRR5487632_PARK_2017,938.8085025731191,0.5141661806014923
SRR15714623_CASR_2022,936.9218605916999,0.5131329054457071
SRR3214554_ZHAO_2017,936.1445845953068,0.512707207308927
SRR5487641_PARK_2017,935.6625821998236,0.5124432244731868
SRR3215242_ZHAO_2017,930.4912326038858,0.5096109822608391
SRR3214649_ZHAO_2017,926.1604709267702,0.50723911282792
SRR3214573_ZHAO_2017,923.2211382097107,0.505629300525938
SRR3214536_ZHAO_2017,922.5352986604072,0.5052536802576891
SRR3214613_ZHAO_2017,919.2318366606768,0.503444441808625
SRR3214547_ZHAO_2017,914.9471818297587,0.5010978241506354
SRR3216396_ZHAO_2017,914.5670006171019,0.5008896066904053
SRR5121314_ZHAO_2017,908.7909611783986,0.4977261882413161
SRR15714626_CASR_2022,908.7747703206979,0.4977173208403053
SRR3216395_ZHAO_2017,906.1380410267421,0.49627323823279
SRR27374972_DONGHUA_2023,903.2668628457835,0.4947007527737388
SRR17982066_LI_2022,889.4193517661762,0.4871167546919959
SRR5922774_IRENA_2017,887.9532088773941,0.4863137782731895
SRR27374970_DONGHUA_2023,879.5190892918266,0.4816945837919276
SRR5922777_IRENA_2017,872.4699180172788,0.47783389712291474
SRR3342205_CERILLO_2016,866.0676041638527,0.4743274810092923
SRR21755285_DONGHUA_2022,854.3383838031349,0.46790362735034674
SRR5121312_ZHAO_2017,848.9545367140311,0.464955004615082
SRR5133624_SRINIVASAN_BUTLER_2017,847.9910986113521,0.46442734930716484
SRR20853642_LASCU_2022,844.534994192276,0.46253451173268006
SRR2053260_CERILLO_2016,837.9627445034321,0.4589350252439975
SRR27374968_DONGHUA_2023,837.0875017679928,0.45845567273158777
SRR20853641_LASCU_2022,833.4530834430785,0.45646517628454086
SRR5121313_ZHAO_2017,830.4156927062501,0.4548016596143477
SRR20853644_LASCU_2022,821.4630573548687,0.44989848467257715
SRR20853640_LASCU_2022,818.6349295635266,0.44834957702981315
SRR26068518_LASCU_2022,815.7897426617751,0.44679132646182046
SRR27374969_DONGHUA_2023,806.4965744324302,0.4417016486403339
SRR5340197_PENN_2017,797.8728937979231,0.43697863545668814
SRR21755284_DONGHUA_2022,796.4130410316643,0.4361791040091027
SRR20853643_LASCU_2022,790.5170386256938,0.4329499843008915
SRR18494400_CAO_2019,790.2416340697594,0.43279915086866655
SRR11319473_WANG_2021,787.3951036798165,0.4312401644997197
SRR20853645_LASCU_2022,784.5315625600019,0.42967186170257304
SRR8618606_LIU_2019,774.881272441556,0.4243865955398806
SRR10131529_ZHANG_2020,771.8278493388589,0.42271429827140566
SRR15714625_CASR_2022,767.1745930235535,0.4201658051330896
SRR11319462_WANG_2021,762.3842685683136,0.41754224258306805
SRR10131541_ZHANG_2020,762.0619106382461,0.4173656937499087
SRR2053259_CERILLO_2016,760.8922350931856,0.4167250864206201
SRR26284396_SCUT_2023,756.7405411452404,0.41445128871385617
SRR10131551_ZHANG_2020,750.099339259567,0.4108140385198059
SRR3342207_CERILLO_2016,746.9348165610857,0.409080894279159
SRR8618614_LIU_2019,741.6325592662839,0.4061769566024524
SRR26284398_SCUT_2023,736.124246365134,0.403160166492244
SRR18494399_CAO_2019,731.1813510424072,0.4004530440042886
DRR445947_FIHES_2023,719.8052347411259,0.3942225782035673
SRR10131553_ZHANG_2020,718.0703222768376,0.3932724021953653
SRR5922776_IRENA_2017,717.5855486073242,0.3930069015896222
SRR11319465_WANG_2021,717.1654442053039,0.39277681901660694
SRR5133620_SRINIVASAN_BUTLER_2017,713.9569572953104,0.391019596478145
SRR10131528_ZHANG_2020,710.0663981410207,0.38888881694719424
SRR10131550_ZHANG_2020,701.8443978780106,0.38438579587255595
SRR6023942_IRENA_2017,694.6908018227928,0.38046791789084183
SRR6796665_ZAKARIA_2018,691.9446150405109,0.37896388765976263
SRR5133615_SRINIVASAN_BUTLER_2017,685.4162459696752,0.3753884336864459
SRR10267802_ZHANG_2020,684.6586181232854,0.37497349643883054
SRR11319470_WANG_2021,675.3841186566004,0.36989404311612856
DRR445948_FIHES_2023,674.7841046274173,0.3695654277266781
SRR2053257_CERILLO_2016,661.8518652933227,0.3624827052259646
SRR3211891_CERILLO_2016,651.7958235770984,0.35697521722705017
SRR17982068_LI_2022,642.9622750801815,0.352137263715371
SRR26068520_LASCU_2022,629.0310752423228,0.34450743101552284
