#OTU ID,Abundance,Percentage
Comamonadaceae,34.319177924494895,2.413415248814813
Geobacteraceae,32.72387808899414,2.3012295502558358
Rhodocyclaceae,28.3724075772934,1.9952226490762202
Unclassified,19.574934321892687,1.3765610904474943
Dysgonomonadaceae,19.33737470848517,1.359855270897806
Clostridiaceae,18.265948392319395,1.2845097420770126
Anaerolineaceae,17.666559040320152,1.2423590995040819
Unclassified,17.649619285772275,1.241167851216405
Pseudomonadaceae,15.967083717277049,1.1228475054723006
Rikenellaceae,15.845963219399428,1.1143299921109664
Moraxellaceae,15.484831620235234,1.088934264096465
Synergistaceae,14.890755351918022,1.0471572516030383
Sphingomonadaceae,14.075073219247228,0.9897963293366449
Peptostreptococcaceae,13.873032272948807,0.9755882762837901
Desulfovibrionaceae,13.491994389504114,0.948792685774462
Spirochaetaceae,12.936057827216922,0.9096977581584956
Methanosaetaceae,11.908210149167099,0.837416794286869
Saprospiraceae,11.590924090599511,0.8151044005090208
Competibacteraceae,11.393047284113747,0.8011891807677382
Oscillospiraceae,11.089269504576727,0.7798267248546413
Lachnospiraceae,10.860767138160126,0.7637578348388787
Christensenellaceae,10.759963587628151,0.7566690628839158
Paludibacteraceae,10.734453261764253,0.7548751093813693
Intrasporangiaceae,10.695062746442353,0.7521050642903796
Rhizobiaceae,9.873451854346818,0.6943272159998923
Bacteroidetes_vadinHA17,9.805846220252842,0.6895730092241017
Rhodobacteraceae,9.740628251894302,0.6849867094100586
Ruminococcaceae,9.664215888712244,0.679613190181035
Chitinophagaceae,9.576706135705257,0.673459273184779
PeM15,9.41798070755305,0.6622972817897643
Carnobacteriaceae,9.381328209096747,0.6597197812774788
Cloacimonadaceae,9.376724329590875,0.6593960243090682
Run-SP154,9.127285075684371,0.6418547970583631
Prolixibacteraceae,8.846436741618716,0.6221048003209845
Xanthomonadaceae,8.646911923889125,0.6080736880756675
Methanobacteriaceae,8.631952405364887,0.6070216952161429
Anaerovoracaceae,8.61464669528528,0.605804711968771
Mitochondria,8.578887632647533,0.6032900402233364
