#OTU ID,Abundance,Percentage
Unclassified,25.268792984585975,1.4869006977533177
Unclassified,20.669800763351958,1.2162805400399561
Unclassified,19.574934321892687,1.1518549192061656
Unclassified,17.649619285772275,1.0385629122492572
Geobacter,13.385304975862665,0.7876363275599194
Pseudomonas,13.357002028465391,0.7859708870199161
Desulfovibrio,13.29750480337473,0.7824698703486547
Acinetobacter,12.902647077409348,0.7592351147903121
Methanosaeta,11.908210149167099,0.7007191040185655
Candidatus_Competibacter,11.333581832250596,0.6669060427499424
Uncultured,11.049715270610433,0.6502023802984328
Unclassified,10.383117125382357,0.6109775052572979
Clostridium_sensu_stricto_1,10.289338434898552,0.605459251955693
Bacteroidetes_vadinHA17,9.805846220252842,0.5770089452175146
PeM15,9.41798070755305,0.5541856349858162
Unclassified,9.187149104533727,0.5406027277293313
Uncultured,9.134630433108153,0.5375123526079157
Run-SP154,9.127285075684371,0.537080127092224
Uncultured,9.074443294762945,0.5339707391222278
Romboutsia,8.774259144837991,0.5163068949390026
Mitochondria,8.578887632647533,0.5048105785943985
Novosphingobium,8.535381340672261,0.5022505221669249
Petrimonas,8.34786912446999,0.49121667321028867
Uncultured,8.2869869442194,0.48763416112312397
PHOS-HE36,7.918459746114041,0.4659487823106815
Uncultured,7.898682792778926,0.46478503991383036
OPB41,7.8030694003454455,0.4591588265837902
Trichococcus,7.759434335325079,0.45659119271758725
Proteiniphilum,7.661904814582032,0.45085222795845353
Unclassified,7.57640312549433,0.4458210212347631
Mycobacterium,7.510694836849316,0.44195452471100566
Ottowia,7.472011191939352,0.4396782490438872
Christensenellaceae_R-7_group,7.3546528291363265,0.4327724885809537
Uncultured,7.326485522816329,0.4311150296177739
Unclassified,7.175526837932146,0.42223211328603083
Zoogloea,7.025372571927506,0.4133965316644976
Unclassified,6.956535794961404,0.4093459443743004
Anaerovorax,6.695826118144812,0.394004910847052
Bacteroides,6.6410989693832905,0.3907845814973599
Dysgonomonas,6.633702574258179,0.3903493527518042
Desulfobulbus,6.468958113752602,0.3806552350538927
Unclassified,6.433581097569077,0.3785735325333251
Candidatus_Cloacimonas,6.415653454888965,0.37751860979022495
Arcobacter,6.335105767792063,0.37277891319213824
Unclassified,6.2255082646325555,0.36632982779184625
Uncultured,6.168885138986976,0.3629979327906587
Lentimicrobium,6.1495687802437295,0.3618612933274715
Nocardioides,6.063975741507277,0.3568247112834581
OLB8,5.9679050355277905,0.3511715880875188
Saccharimonadales,5.950886801794243,0.3501701780230026
W27,5.901801553432971,0.347281837053084
Unclassified,5.802366866651207,0.34143076592171356
Macellibacteroides,5.798616446580466,0.3412100786010547
Uncultured,5.537434889353953,0.3258412780446808
Methanosarcina,5.523888911534644,0.3250441871870538
Methanobrevibacter,5.399174358470045,0.31770556376784803
Acetobacterium,5.346939792000918,0.31463190633683563
Uncultured,5.328686090555985,0.3135577972002573
Blvii28_wastewater-sludge_group,5.3128903863814845,0.3126283248834396
Acidovorax,5.206034166816317,0.3063405458222217
Unclassified,5.1135860165062645,0.30090058597586605
Unclassified,5.030188918129521,0.29599322044231546
Streptococcus,5.0290585436507405,0.29592670540923705
Unclassified,4.968605562841193,0.2923694488595548
Tetrasphaera,4.789518944706608,0.2818313904083644
Subgroup_7,4.743136722389607,0.27910210457470513
Desulfomicrobium,4.730872214128804,0.2783804196924192
Unclassified,4.706407978641686,0.2769408618616203
Unclassified,4.699633539012468,0.2765422310675924
Dechloromonas,4.652659309944626,0.2737781095672103
Rhodococcus,4.636724934810193,0.27284047738509126
Unclassified,4.480069169737466,0.26362232570939365
Paludibacter,4.479529246273751,0.26359055479831683
Hyphomicrobium,4.475572893312936,0.263357749694346
Sphaerochaeta,4.414820053382239,0.2597828484262659
Comamonas,4.408094962445885,0.25938712147516785
Sedimentibacter,4.32750660167693,0.25464503150152923
Bifidobacterium,4.305460946532148,0.25334779106597693
Proteiniclasticum,4.272073699312499,0.2513831732380798
Ignavibacterium,4.189841789897729,0.2465443713387966
Hydrogenophaga,4.183731943242736,0.24618484742880944
NK4A214_group,4.149218908815028,0.24415398449825917
Unclassified,4.146653282818363,0.24400301444254888
1-20,4.071762158146041,0.23959616898702063
Thiobacillus,3.9719192169058624,0.23372107479133333
Acetoanaerobium,3.9236301190101317,0.23087958199035788
Leptolinea,3.9197226215057004,0.23064965170562476
UCG-004,3.8981196892027445,0.229378462569904
Clostridium_sensu_stricto_7,3.8901948250986336,0.22891213693364623
Unclassified,3.8093436054753473,0.22415457946165285
SC-I-84,3.7540587890216357,0.22090143507084906
Unclassified,3.74051210692213,0.22010430277100854
Dietzia,3.721450882288573,0.21898267625624157
Clostridia_UCG-014,3.7080624492246668,0.21819485586146886
Iamia,3.705403003014294,0.21803836510909097
Uncultured,3.7036173278933973,0.21793328998402098
RumEn_M2,3.6725465190177533,0.21610497917292937
TM7a,3.662807407843871,0.2155318971421107
Cloacibacillus,3.6598479970137587,0.21535775546344338
Unclassified,3.6364857314360313,0.21398304124540332
