#OTU ID,SRR3216403_ZHAO_2017,SRR3214536_ZHAO_2017,SRR3216397_ZHAO_2017,SRR5121315_ZHAO_2017,SRR3214613_ZHAO_2017,SRR3214649_ZHAO_2017,SRR3215144_ZHAO_2017,SRR3216404_ZHAO_2017,SRR3215242_ZHAO_2017,SRR3214554_ZHAO_2017,SRR3215152_ZHAO_2017,SRR3215291_ZHAO_2017,SRR3215174_ZHAO_2017,SRR3215202_ZHAO_2017,SRR3214699_ZHAO_2017,SRR3216395_ZHAO_2017,SRR5121313_ZHAO_2017,SRR3214547_ZHAO_2017,SRR3216396_ZHAO_2017,SRR5121312_ZHAO_2017,SRR3214573_ZHAO_2017,SRR3216392_ZHAO_2017,SRR3216391_ZHAO_2017,SRR3216398_ZHAO_2017,SRR3215163_ZHAO_2017,SRR5121314_ZHAO_2017
K00001,0.08342815423912364,0.06464126729329858,0.062285771332778087,0.054342682809894835,0.06653560958596648,0.0679781336615118,0.07120093822407579,0.07991815376215462,0.06498771656165964,0.06347031779935774,0.06249976379517226,0.06960660487870586,0.06660232733930388,0.06802965146201703,0.06865931493311324,0.06683469588018666,0.05064630834250823,0.0635498047657574,0.06312777666030353,0.05182116820112297,0.06643312352944132,0.06920078762615009,0.06976178609133457,0.07050910060863667,0.06406858728999583,0.050747517263584015
K00002,0.08681095461141089,0.06992755555793054,0.07115087088178162,0.06524612802996793,0.11069517363428004,0.12182845513200471,0.07155399518926571,0.06992755555793054,0.07546689493175439,0.09593981472527414,0.06909998137256235,0.07734915146391688,0.07954909197498707,0.063458222648172,0.0747007137182869,0.07431466093384237,0.09006342122992796,0.07882260103184843,0.0750847816160569,0.0844597373804699,0.08479961697252791,0.07033769136541916,0.0731442781684491,0.08812634703527908,0.06741436215266347,0.06868245500401805
K00003,0.07296881636152405,0.07273299430844572,0.0739384010504035,0.07648485169228245,0.07225307049865211,0.07264061365473026,0.07207432806123204,0.07316185609582793,0.07374784402194247,0.07331622370108354,0.07393735373142167,0.07310800766524352,0.07357002665355039,0.0727594541174505,0.07350052515593561,0.07174588820672967,0.07586591431196685,0.07437711993812308,0.07209596626652037,0.07471664703623733,0.07359979291842585,0.07336494356585309,0.07276796787150837,0.07385576687643808,0.0740918972892657,0.07587043443206122
K00004,0.07310843016356809,0.04423340538312421,0.06535731853444442,0.07179105324941647,0.06178790080926219,0.05982986596675671,0.06908097319826226,0.06661927797535558,0.07551659503269953,0.05738296604422893,0.042020315532692525,0.0775432000958432,0.05738296604422893,0.0640630590738248,0.06368951035544373,0.07304312561264936,0.06838667443924035,0.04582313365024671,0.0737582956564324,0.06178790080926219,0.06155576009819966,0.06112787917005545,0.05362125480587399,0.06890805434583779,0.054174636387166485,0.07010612716213753
K00005,0.0714082675144027,0.04234572497110634,0.05234693823994648,0.055024344487091856,0.04640060142318391,0.04245391862502445,0.051940293182481924,0.07134542571314596,0.05945023471782641,0.05400897549958979,0.04153142495537935,0.055323663165809826,0.05814995574499039,0.05718654153976425,0.04986756501148767,0.05940391854103297,0.061824062623612265,0.04524374094166723,0.06340815343834294,0.05911146458678449,0.05229822981008147,0.05574586121774254,0.05036186920627241,0.056690604556817355,0.04162214518175089,0.06144530304699985
K00006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14237369936287486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K00007,0.11855812707713159,0.06576421635378055,0.07052426515406512,0.12229904753445361,0.06792099059055294,0.09937435156265417,0.07450053419856217,0.062389413664212065,0.08532468843729742,0.045720716024244934,0.10739251560050612,0.061809034411001676,0.09605478606297534,0.11199242493409044,0.06897409200482121,0.07153905493231265,0.0,0.08658261410094534,0.05943086676673382,0.0,0.06003424128935958,0.07153905493231265,0.06897409200482121,0.08054438670037958,0.11794856968590048,0.12735185735728674
K00008,0.05110197371030924,0.07687342811656601,0.07785328667895361,0.08652246278425053,0.07947822047010777,0.07747454690261418,0.07615067794817654,0.06747790245364335,0.08133088913281684,0.07886306991609413,0.07277204945634164,0.07697830770913308,0.07132329830068192,0.07085455681469022,0.07973528444677046,0.07843296910928647,0.07446839317160645,0.08404709189948019,0.07696738941966066,0.08713272920978762,0.0753936969216556,0.06823402088012252,0.07418628600110706,0.07271948455752927,0.08120110337856729,0.08226992653380809
K00009,0.09661906204785525,0.08289165670221428,0.08263810941962811,0.07214037133275093,0.08161604400423464,0.090432741334019,0.08410160821489067,0.09910041189940616,0.10850658142117632,0.08813953201539139,0.08848916546902773,0.11341291870701577,0.08780899269769621,0.08670961923380024,0.09294056086200338,0.1046989293237178,0.09368909616006606,0.08389818377287443,0.09711423024698299,0.07147239054747274,0.09400852803177251,0.08488218324144331,0.07300782179457993,0.07882450641409111,0.07952121076606117,0.0853857305099096
K00010,0.057919012586822485,0.04368423315563333,0.059103432634324986,0.06260889863260684,0.04445907912455657,0.04789563833063375,0.04872722195630172,0.053483264577637794,0.057410421766803214,0.045131720640403765,0.05110161079255881,0.05596465447890659,0.060762504644293155,0.07190634018413426,0.05102293236130378,0.05662123753809019,0.02607992815330747,0.04730483251384575,0.05297379869008572,0.026734119539046024,0.05704537258562456,0.055727255941281174,0.05836813781117558,0.060381128900276866,0.06599219177756005,0.05237699382049592
