Pathway ID,Raw Abundance,Relative Abundance (%)
1CMET2-PWY,120010.93425854055,0.519341166873587
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY,2944.8181867394005,0.012743549767199347
AEROBACTINSYN-PWY,21.572264260082775,9.335286790452995e-05
ALL-CHORISMATE-PWY,22588.347044829472,0.09774991407645374
ANAEROFRUCAT-PWY,119485.77346098603,0.5170685604391543
ANAGLYCOLYSIS-PWY,141854.93269858218,0.6138699505142218
ARG+POLYAMINE-SYN,64031.19583378714,0.27709171806787813
ARGDEG-PWY,943.1599135030532,0.004081476184260344
ARGORNPROST-PWY,46838.223514025645,0.20269001157558167
ARGSYN-PWY,110792.18494484555,0.479447501723249
ARGSYNBSUB-PWY,128327.79952258822,0.5553319750249162
ARO-PWY,138065.3698205641,0.5974708113926906
ASPASN-PWY,35935.5277316235,0.15550915439216623
AST-PWY,3559.193295001065,0.015402226558560071
BENZCOA-PWY,0.0,0.0
BIOTIN-BIOSYNTHESIS-PWY,81894.14873037711,0.3543927311667138
BRANCHED-CHAIN-AA-SYN-PWY,171045.02220851637,0.7401885667377668
CALVIN-PWY,150211.89907485445,0.6500342941733306
CATECHOL-ORTHO-CLEAVAGE-PWY,16679.15751394935,0.07217819925559299
CENTBENZCOA-PWY,4.750769230769231,2.0558710346671958e-05
CENTFERM-PWY,34673.82546608756,0.15004920250629167
CHLOROPHYLL-SYN,707.8363552881198,0.0030631255475350007
COA-PWY,128247.12141267884,0.5549828446394196
COBALSYN-PWY,91708.90423359878,0.3968655825540811
CODH-PWY,13279.284535634988,0.05746542320157188
COLANSYN-PWY,76584.94306516374,0.33141741577250383
COMPLETE-ARO-PWY,144036.72622824844,0.623311550186574
CRNFORCAT-PWY,5799.444007724381,0.02509679669438346
DAPLYSINESYN-PWY,126575.15814477982,0.5477475092936434
DENITRIFICATION-PWY,12475.000171092697,0.053984923837407904
DENOVOPURINE2-PWY,116464.0277156939,0.5039921106052208
DHGLUCONATE-PYR-CAT-PWY,617.7142433006622,0.0026731267270954586
DTDPRHAMSYN-PWY,124911.50431088141,0.5405481325976067
ECASYN-PWY,571.0655564056428,0.0024712569255239745
ENTBACSYN-PWY,12700.898437253847,0.05496248700586146
FAO-PWY,142578.59979438825,0.6170015827799477
FASYN-ELONG-PWY,146372.91598194378,0.6334212916048725
FASYN-INITIAL-PWY,85579.8337654622,0.3703423442471852
FERMENTATION-PWY,82188.80771873968,0.3556678528361805
FOLSYN-PWY,118779.03403202836,0.5140101817840916
FUC-RHAMCAT-PWY,1817.6377280036813,0.0078657341053714
FUCCAT-PWY,2182.2515562251997,0.009443581758809973
GALACT-GLUCUROCAT-PWY,10994.045804738655,0.0475761697229543
GALACTARDEG-PWY,3575.485501215912,0.01547273024590189
GALACTUROCAT-PWY,29048.821655635453,0.12570728682471555
GALLATE-DEGRADATION-I-PWY,6632.3120960080605,0.028700990657986723
GALLATE-DEGRADATION-II-PWY,2193.2752741243,0.00949128633300044
GLCMANNANAUT-PWY,9222.269576555522,0.03990889890743669
GLUCARDEG-PWY,3610.40594436116,0.015623846673774422
GLUCARGALACTSUPER-PWY,3575.485501215912,0.01547273024590189
GLUCONEO-PWY,128013.28152056507,0.5539709144917021
GLUCOSE1PMETAB-PWY,35810.99338578616,0.1549702383935317
GLUCUROCAT-PWY,13478.299598885911,0.058326650687323234
GLUTORN-PWY,121328.68574574501,0.5250436688934432
GLYCOCAT-PWY,101629.4282169522,0.4397961416180818
GLYCOGENSYNTH-PWY,111601.45866789402,0.4829495922806202
GLYCOL-GLYOXDEG-PWY,2401.7640833801565,0.010393510969013685
GLYCOLYSIS,136705.94138285558,0.5915879545056697
GLYCOLYSIS-E-D,104733.3168679283,0.4532280606661488
GLYCOLYSIS-TCA-GLYOX-BYPASS,105657.76836239327,0.4572285771259172
GLYOXYLATE-BYPASS,77519.68792033049,0.3354624762231255
GOLPDLCAT-PWY,2045.4948399547834,0.008851774078580836
HCAMHPDEG-PWY,5344.3187032075375,0.02312726526641982
HEME-BIOSYNTHESIS-II,71954.31742851903,0.3113786206714761
HEMESYN2-PWY,107941.0811332052,0.46710949611098407
HEXITOLDEGSUPER-PWY,21371.867158437606,0.09248565971846352
HISDEG-PWY,61493.95044340015,0.2661119186868527
HISTSYN-PWY,119875.24378843015,0.5187539733189651
HOMOSER-METSYN-PWY,58598.40290983184,0.2535815851458963
HSERMETANA-PWY,119734.15763055236,0.5181434302020845
ILEUSYN-PWY,184910.41157166718,0.8001903285397578
KDO-NAGLIPASYN-PWY,7611.12282574908,0.03293674392224325
KETOGLUCONMET-PWY,2257.9697640567006,0.009771248422283095
LACTOSECAT-PWY,1987.283401577577,0.008599867062616107
LEU-DEG2-PWY,69616.97237640143,0.30126387975846985
LIPASYN-PWY,4670.481968774206,0.0202112713354919
LPSSYN-PWY,389.65581214867285,0.0016862155553627458
MET-SAM-PWY,80175.59055464664,0.3469557587455072
METH-ACETATE-PWY,23487.46723586266,0.10164081061897065
METHANOGENESIS-PWY,7176.058581457993,0.031054025704181972
METHGLYUT-PWY,821.8440195222275,0.00355648787107395
METHYLGALLATE-DEGRADATION-PWY,8162.716180811509,0.03532373589449725
NAD-BIOSYNTHESIS-II,29484.599833883443,0.1275930945553828
NADSYN-PWY,20938.085558549607,0.09060849207831498
NAGLIPASYN-PWY,70135.20619666517,0.30350651005371704
NONMEVIPP-PWY,110149.81944610886,0.476667697951748
NONOXIPENT-PWY,164313.24624255407,0.7110571512805488
OANTIGEN-PWY,117211.46768707815,0.5072266187715384
ORNARGDEG-PWY,943.1599135030532,0.004081476184260344
ORNDEG-PWY,2055.4175897918217,0.008894714269912573
P101-PWY,9348.892706011062,0.040456854010118885
P105-PWY,125705.72406117045,0.5439850778594489
P108-PWY,97121.92063967811,0.4202901336085952
P122-PWY,47350.55792564579,0.20490711248229648
P124-PWY,57708.72081265138,0.24973153147077992
P125-PWY,7349.802876600698,0.031805895236191886
P161-PWY,57608.89559887417,0.2492995429746753
P162-PWY,9114.796854169756,0.039443816209799636
P163-PWY,10184.762673403533,0.04407403845170489
P164-PWY,72630.27288154747,0.3143037832485299
P184-PWY,7121.277851374979,0.030816964902520273
P221-PWY,38914.06431772282,0.16839861880436754
P23-PWY,124783.15574699634,0.5399927107658674
P241-PWY,5643.681895124069,0.024422744135653516
P261-PWY,4311.692917307962,0.018658630104914312
P281-PWY,20426.36689117689,0.08839405577327114
P341-PWY,2262.0356038500686,0.0097888431355953
P381-PWY,8816.18115024044,0.03815157205651831
P4-PWY,103551.0881129064,0.44811202632362895
P42-PWY,127758.00179434862,0.5528662045607985
P441-PWY,23479.946151892167,0.10160826351357959
P461-PWY,9852.088702264542,0.04263440889272161
P562-PWY,12312.443540287788,0.053281468349398876
P621-PWY,293.24556351681196,0.00126900514589141
PANTO-PWY,112409.28572046917,0.48644542244566674
PANTOSYN-PWY,112812.89943300311,0.4881920400995381
PENTOSE-P-PWY,106875.39223797155,0.4624977820384767
PEPTIDOGLYCANSYN-PWY,130937.73445591542,0.5666263346773311
PHOSLIPSYN-PWY,159164.96144310728,0.6887782126849851
POLYAMINSYN3-PWY,26178.171982658227,0.11328469749933348
POLYAMSYN-PWY,46183.056536045966,0.19985481005879327
POLYISOPRENSYN-PWY,111043.15335525609,0.48053355465597786
PPGPPMET-PWY,34874.98479049102,0.15091970917227707
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,26115.37724349397,0.11301295648412873
PRPP-PWY,88403.61597357581,0.3825621170205501
PWY-1269,68195.7086336448,0.29511343375820615
PWY-1361,680.5293264190202,0.002944955779718868
PWY-1422,15.893292530634035,6.8777408819608e-05
PWY-1501,80.78506550481461,0.0003495932303538739
PWY-1541,3143.678961802916,0.013604109578727708
PWY-1622,4193.729320474002,0.018148148685809832
PWY-181,30533.757967126432,0.13213327260265564
PWY-1861,33831.05261673925,0.14640214619684727
PWY-1882,1243.3442167634498,0.005380508370748756
PWY-2221,3.373097655683684,1.4596907217699285e-05
PWY-2941,13349.72060975957,0.05777023170216274
PWY-2942,149466.14033287542,0.6468070614410931
PWY-3001,148453.33330608267,0.6424241909438169
PWY-3081,39.389754107840346,0.0001704571419897406
PWY-3661,5733.136866316702,0.024809855938497587
PWY-3781,302938.77018682857,1.3109520009330375
PWY-3801,163.6272166872498,0.0007080883935422419
PWY-3941,135.0159512371373,0.0005842746087700935
PWY-4361,80.13262932021861,0.0003467698462054872
PWY-4722,65.72944895175564,0.0002844408213923504
PWY-4984,47056.449115983574,0.2036343716829563
PWY-5005,11582.787945821749,0.050123921162661046
PWY-5022,36694.453716417884,0.15879336769280347
PWY-5028,41419.624757348676,0.17924130318497836
PWY-5088,1455.4167254828094,0.006298241282508696
PWY-5097,139491.5237509044,0.6036424194290773
PWY-5100,91005.65873483349,0.3938223237028454
PWY-5101,195103.5566261027,0.8443006413157419
PWY-5103,154640.89463014266,0.6692005454317872
PWY-5104,136811.7954762498,0.5920460326693082
PWY-5121,110597.25224806901,0.47860394046917487
PWY-5154,85538.77318246088,0.37016465667879683
PWY-5177,6440.226700787766,0.027869750955459512
PWY-5178,6086.6862955699635,0.026339822972504014
PWY-5179,0.0,0.0
PWY-5180,20773.80797284364,0.08989758924617874
PWY-5181,4784.272859128944,0.02070369558117857
PWY-5182,20773.80797284364,0.08989758924617874
PWY-5183,4156.400999126122,0.017986612288430605
PWY-5184,0.0,0.0
PWY-5188,117596.41274762197,0.5088924487907794
PWY-5189,111994.90859262041,0.4846522266636967
PWY-5198,8663.523366704188,0.037490953322701484
PWY-5265,3620.220347643433,0.015666318000943685
PWY-5266,664.7070052592055,0.002876485495868861
PWY-5273,664.7070052592055,0.002876485495868861
PWY-5304,10965.64,0.04745324505888015
PWY-5345,105820.88926067862,0.45793447445252644
PWY-5347,87601.28156349497,0.37909005598437356
PWY-5384,33621.929717672494,0.14549717756967745
PWY-5392,45.42944708085444,0.000196593603767515
PWY-5415,17823.63771082193,0.07713087864751449
PWY-5417,13047.639116786275,0.056462989524431746
PWY-5419,11129.907737202684,0.04816410527212322
PWY-5420,13026.888732993108,0.05637319330212251
PWY-5427,0.0,0.0
PWY-5430,6782.908812346122,0.029352690229142876
PWY-5431,13047.639116786275,0.056462989524431746
PWY-5484,127206.88155547187,0.5504812599745887
PWY-5499,0.75,3.2455865589386582e-06
PWY-5505,80154.14482451275,0.34686295344754836
PWY-5507,9055.20374959068,0.039185930104163276
PWY-5509,79754.165445316,0.34513206318491685
PWY-5529,1252.3282007285877,0.005419386100886051
PWY-5531,9007.66445533335,0.038980206244879245
PWY-5532,1919.8749966227806,0.008308160645175066
PWY-5647,2629.9685577598634,0.011381054135328937
PWY-5651,14238.484821614964,0.06161631327558084
PWY-5654,4504.974324184588,0.019495045486583023
PWY-5655,4208.713514046283,0.01821299201548281
PWY-5656,0.0,0.0
PWY-5659,127014.66397096077,0.5496494482296808
PWY-5667,167956.35451474565,0.7268225156018597
PWY-5676,39840.686979641665,0.1724085308800099
PWY-5677,374.6985394083612,0.0016214887242102993
PWY-5686,150996.47451585403,0.6534295041810394
PWY-5695,127755.77028361073,0.5528565478124559
PWY-5705,5232.286552334052,0.022642451875694528
PWY-5741,20158.91619380153,0.08723667658849749
PWY-5743,2.523229864685987,1.09191479119166e-05
PWY-5744,2.5182604477624677,1.0897643014886285e-05
PWY-5747,31952.73089705098,0.13827380522780353
PWY-5789,0.0,0.0
PWY-5823,0.0,0.0
PWY-5837,22801.019689241475,0.0986702440446638
PWY-5838,45015.2796661998,0.1948013155086437
PWY-5840,44503.8089021307,0.19258795199244005
PWY-5845,33368.39390110399,0.14440001431839178
PWY-5850,33368.39390110399,0.14440001431839178
PWY-5855,77100.74552627934,0.33364952448565616
PWY-5856,77100.74552627934,0.33364952448565616
PWY-5857,77100.74552627934,0.33364952448565616
PWY-5860,24767.72437693704,0.1071810577777123
PWY-5861,34775.31845007753,0.15048840819251091
PWY-5862,24767.72437693704,0.1071810577777123
PWY-5863,25128.666200775708,0.10874301502039174
PWY-5896,33368.39390110399,0.14440001431839178
PWY-5897,42590.74455242474,0.1843092640727195
PWY-5898,42590.74455242474,0.1843092640727195
PWY-5899,42590.74455242474,0.1843092640727195
PWY-5910,15050.53281216905,0.06513040933338816
PWY-5913,101359.00879874807,0.4386259154460826
PWY-5918,92493.08375326585,0.4002590792325163
PWY-5920,56230.98866357029,0.2433367213364211
PWY-5941,2765.042092854044,0.011965577935288938
PWY-5971,70118.40250740483,0.3034337929497118
PWY-5973,167722.90655308976,0.7258122815131105
PWY-5989,98846.80728166821,0.42775449214317635
PWY-6071,3810.006874247244,0.016487609467360997
PWY-6107,1425.8674141166691,0.006170368152114245
PWY-6113,0.0,0.0
PWY-6121,148404.50159390643,0.6422128742122313
PWY-6122,145911.5017396568,0.6314245451210464
PWY-6123,128665.71199222116,0.5567942739176341
PWY-6125,132367.40635300617,0.572813166534518
PWY-6126,146632.2070611017,0.6345433604600293
PWY-6141,3238.354473190031,0.014013813001685927
PWY-6142,0.0,0.0
PWY-6143,19.61296854689097,8.487411612890134e-05
PWY-6147,115882.6914692269,0.5014764077948779
PWY-6148,6660.391112826928,0.02882250116408743
PWY-6151,59464.44112452135,0.2573293211313943
PWY-6163,135411.7862658227,0.5859875645683048
PWY-6165,3615.201749673583,0.015644600275456135
PWY-6167,8155.879576135965,0.035294150838172285
PWY-6174,5813.8531419151,0.025159151484057254
PWY-6182,13694.924172577634,0.05926408242693614
PWY-6185,3447.0744472106826,0.014917037991370532
PWY-621,40303.39829650102,0.1744108903875666
PWY-6210,2294.767359905132,0.009930488132265663
PWY-622,166.15113645010186,0.0007190105269531115
PWY-6263,30877.320966846168,0.13362002387470767
PWY-6269,80203.58657886776,0.34707691010539493
PWY-6277,145911.5017396568,0.6314245451210464
PWY-6282,95368.38167256843,0.4127017836056267
PWY-6284,0.0,0.0
PWY-6285,0.0,0.0
PWY-6317,62440.91990685685,0.2702098805032799
PWY-6338,2369.8957858527056,0.010255602544865215
PWY-6339,6349.143675723514,0.0274755938329315
PWY-6349,4351.10159308169,0.01882916912944336
PWY-6350,4081.0029873105777,0.017660331256804964
PWY-6353,94963.73570672654,0.41095069892847313
PWY-6383,30117.431455769998,0.1303316409634713
PWY-6385,128689.61281175351,0.5568977034891299
PWY-6386,128075.50532304589,0.5542401848076725
PWY-6387,131329.29791854433,0.568320805492371
PWY-6396,9443.504694662563,0.04086628254169458
PWY-6397,5082.756982186037,0.021995370324979495
PWY-6404,14592.274975156768,0.06314732203160767
PWY-6467,68968.56,0.2984579084338059
PWY-6470,7708.237190842777,0.03335700135961387
PWY-6471,19419.06696642635,0.08403501697781744
PWY-6478,10429.600024632166,0.04513355954006995
PWY-6486,0.0,0.0
PWY-6505,3769.445379399646,0.01631208167737723
PWY-6507,10158.702397809579,0.04396126394478492
PWY-6519,83773.12494012168,0.3625239044079305
PWY-6545,73086.21356748953,0.316276843197819
PWY-6562,6943.792573710911,0.030048906460392277
PWY-6565,0.0,0.0
PWY-6572,38.67544743653706,0.0001673660164812844
PWY-6581,458.33359974299236,0.001983415161114436
PWY-6588,22080.75619494568,0.09555334069002296
PWY-6590,40030.89856962866,0.17323166178643143
PWY-6608,93910.46350821265,0.4063927174746058
PWY-6609,94821.24001831161,0.41033405614043816
PWY-6612,109736.5135928278,0.4748791380555618
PWY-6628,103371.24989291666,0.4473337856441861
PWY-6629,857.7920685047488,0.0037120512105376026
PWY-6630,102017.20274034496,0.4414742159927783
PWY-6641,3171.3544949847587,0.01372387403006964
PWY-6654,5657.606937726086,0.024483004043789183
PWY-6690,5344.3187032075375,0.02312726526641982
PWY-6700,94898.43249141419,0.41066810261130876
PWY-6703,73126.61955435129,0.3164516980349646
PWY-6708,77100.74552627934,0.33364952448565616
PWY-6713,106.3820246585202,0.00046036275912583215
PWY-6728,4774.321546264946,0.020660631784811655
PWY-6731,37.39823060220994,0.00016183892609416135
PWY-6737,91511.13282679764,0.39600973692787295
PWY-6749,2464.0272725894215,0.010662951729032678
PWY-6760,0.0,0.0
PWY-6830,956.3937174451681,0.0041387447925245536
PWY-6876,2610.0474714422694,0.011294846655339816
PWY-6891,19970.708093583587,0.08642221568136317
PWY-6892,55934.52316707677,0.24205378209560982
PWY-6895,47456.473157867666,0.20536545522107805
PWY-6897,109763.73385193342,0.4749969323316738
PWY-6901,64192.83260759256,0.2777911929218689
PWY-6906,34.040866665344794,0.00014731010573822148
PWY-6944,6352.619971243369,0.02749063732361702
PWY-6948,3385.3201531094,0.01464979944884804
PWY-6956,0.0,0.0
